star_name,ra,dec,ra_J2016,dec_J2016,tic_id,gaia_dr2_id,gaia_dr3_id,hip_name,tm_name,tyc_name,wds_designation,simbad_name,source_list_fl,sy_pmra,sy_pmraerr,sy_pmdec,sy_pmdecerr,sy_pmsrc,sy_pm_reflink,sy_ujmag,sy_ujmagerr,sy_ujmagsrc,sy_ujmag_reflink,sy_bmag,sy_bmagerr,sy_bmagsrc,sy_bmag_reflink,sy_vmag,sy_vmagerr,sy_vmagsrc,sy_vmag_reflink,sy_rcmag,sy_rcmagerr,sy_rcmagsrc,sy_rcmag_reflink,sy_icmag,sy_icmagerr,sy_icmagsrc,sy_icmag_reflink,sy_jmag,sy_jmagerr,sy_jmagsrc,sy_jmag_reflink,sy_hmag,sy_hmagerr,sy_hmagsrc,sy_hmag_reflink,sy_kmag,sy_kmagmerr,sy_kmagsrc,sy_kmag_reflink,sy_tmag,sy_tmagerr,sy_gaiamag,sy_gaiamagerr,sy_gaiamagsrc,sy_gaiamag_reflink,sy_bpmag,sy_bpmagerr,sy_rpmag,sy_rpmagerr,sy_plx,sy_plxerr,sy_plxsrc,sy_plx_reflink,sy_dist,sy_disterr,sy_distsrc,sy_dist_reflink,ambiguous_dist_fl,st_spectype,st_spectype_reflink,dwarf_fl,st_teff,st_tefferr,st_teffsrc,st_teff_reflink,st_logg,st_loggerr,st_loggsrc,st_logg_reflink,st_loggspec,st_loggspecerr,st_loggspecsrc,st_loggspec_reflink,st_met,st_meterr,st_metsrc,st_met_reflink,st_lum,st_lumerr,st_lumsrc,st_lum_reflink,st_rad,st_raderr,st_radsrc,st_rad_reflink,st_mass,st_masserr,st_masssrc,st_mass_reflink,uncertain_M_flag,st_age,st_ageerr,st_agesrc,st_age_reflink,contaminant_fl,brightest_sep,brightest_Gmag,brightest_id,nearest_sep,nearest_Gmag,nearest_id,known_binary_fl,gaia_binary_fl,wds_comp,wds_sep,wds_deltamag,GCNS_companion,GCNS_sep,GCNS_mag_diff,sy_planets_flag,hostname,Star,Teff,logg,Vtur,SimbadName,_RA,_DE
TIC 289643770,263.73417450561,12.55903982525,,,289643770.0,,,86032.0,2MASS J17345606+1233361,1000-02508-1,WDS J17349+1234AB,* alf Oph,tic_bright,108.07,0.87,-221.57,0.8,Simbad 2007A&A...474..653V,2007A&A...474..653V,2.32,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.22,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.07,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.93,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.85,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.833,0.28,TIC,2019AJ....158..138S,1.718,0.176,TIC,2019AJ....158..138S,1.683,0.206,TIC,2019AJ....158..138S,7.179,0.048,,,,,,,,,67.13,1.06,Simbad 2007A&A...474..653V,2007A&A...474..653V,14.8964695367198,0.2352190929379262,Simbad plx 2007A&A...474..653V,2007A&A...474..653V,0,A5IVnn,2001AJ....121.2148G,0,7899.2,,TIC,2019AJ....158..138S,3.874813748578696,,calculated_from_M_and_R,Calculated Value,,,,,,,,,1.3847212118738377,0.3341091915263953,update McDonald2017,2017MNRAS.471..770M,2.629341711330246,,calc_from_L_and_Teff,Calculated Value,1.889905910915628,0.2926947931793504,TIC_teff_mass_relation,Calculated Value,1,,,,,,,,,,,,1,0,AB,0.3,2.9,,,,0,,HD124292,5443,4.37,0.77,HD124292,213.1885,-3.32008
TIC 471012596,258.0325,45.6661,,,471012596.0,1.3646688254334548e+18,,84140.0,2MASS J17120780+4539587,3501-01952-1,WDS J17121+4540AB,HD 155876,tic_near,238.0,8.0,-1582.0,8.0,TIC tic7,2019AJ....158..138S,,,,,10.25,,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,9.523,0.01,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,9.3,,Simbad 2005AJ....129.1483L,2005AJ....129.1483L,,,,,5.552,0.03,TIC,2019AJ....158..138S,5.066,0.016,TIC,2019AJ....158..138S,4.834,0.023,TIC,2019AJ....158..138S,7.181,0.033,,,,,,,,,158.17,3.26,TIC hip,2019AJ....158..138S,6.32231143706139,0.130307487417463,TIC plx hip,2019AJ....158..138S,0,M3V,2003AJ....126.2048G,1,3462.0,,Simbad 2014MNRAS.443.2561G,2014MNRAS.443.2561G,4.996155720631175,,calculated_from_M_and_R,Calculated Value,,,,,,,,,-1.7758022238254614,0.0404733884105195,update_TIC,Calculated Value,0.3598300306785144,,calc_from_L_and_Teff,Calculated Value,0.4680399292558726,0.0104839323754304,Mann2019,Calculated Value,0,,,,,,,,,,,,1,0,AB,0.7,0.2300000000000004,,,,0,,HD157338,6027,4.44,1.17,HD157338,261.03643,-34.79845
TIC 421843457,217.770731,6.435242,,,421843457.0,,,,2MASS J14310497+0626068,,,,tic_bright,,,,,,,,,,,,,,,,,,,,,,,,,,,6.689,9.998,TIC,2019AJ....158..138S,17.013,,TIC,2019AJ....158..138S,16.01,0.392,TIC,2019AJ....158..138S,7.189,0.75,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,,,,,,,0,,HD119638,6069,4.42,1.22,HD119638,206.18584,-14.22518
TIC 620343864,30.91378261772,25.93577744748,,,620343864.0,1.0559998724485606e+17,,,,1761-2538-2,WDS J02037+2556B,*  10 Ari B,tic_near,132.993,0.63,28.9,0.519,TIC gaia2,2019AJ....158..138S,,,,,8.355,0.017,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,7.8,0.012,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,,,,,,,,,,,,,7.216,0.6,7.64585,,,,,,,,22.8091,0.5667,TIC gaia2,2019AJ....158..138S,43.8375,1.0984,TIC bj2018,2019AJ....158..138S,0,F9V,1976AJ.....81..245E,1,6026.926251357111,,Pecaut_and_Mamajek_2013,Calculated Value,4.463073366929601,,calculated_from_M_and_R,Calculated Value,,,,,,,,,0.0980813107551979,,Pecaut_and_Mamajek_2013,Calculated Value,1.0268370863579843,,calc_from_L_and_Teff,Calculated Value,1.116885958683108,0.1353173108910549,TIC_teff_mass_relation,Calculated Value,0,,,,,,2.672881,5.676262,1.055999872453042e+17,2.17777,,1.0559998724545114e+17,1,0,B,1.3,-2.05,,,,0,,HD205536,5442,4.38,0.77,HD205536,325.12405,-74.07428
TIC 240283563,322.44507164739,45.89448890274,,,240283563.0,,,106122.0,2MASS J21294676+4553396,3590-01198-1,,HD 204814,tic_near,425.545,0.185,352.556,0.186,TIC gaia2,2019AJ....158..138S,,,,,8.66,,Simbad,,10.981,0.06,TIC apass,2019AJ....158..138S,7.4,,Simbad 2003AJ....125..984M,2003AJ....125..984M,,,,,6.534,0.02,TIC,2019AJ....158..138S,6.19,0.023,TIC,2019AJ....158..138S,6.096,0.016,TIC,2019AJ....158..138S,7.218,0.006,,,,,,,,,32.6932,0.0542,TIC gaia2,2019AJ....158..138S,30.5605,0.051,TIC bj2018,2019AJ....158..138S,0,G8V,,1,5371.0,19.0,Pastel,2022A&A...663A...4S,4.500934683008905,0.0550288632913414,calculated_from_M_and_R,Calculated Value,4.53,0.06,Pastel,2022A&A...663A...4S,-0.22,0.03,Pastel,2022A&A...663A...4S,-0.2241639085440435,0.0097151281321103,update_TIC,Calculated Value,0.8921962341782281,0.0118080173015608,calc_from_L_and_Teff,Calculated Value,0.92,0.114,TIC,2019AJ....158..138S,0,,,,,,8.841679,7.720907,1.9713974148861158e+18,3.448637,21.120834,1.9713974148743188e+18,0,0,,,,,,,0,,HD180409,6013,4.52,1.16,HD180409,289.21756,-10.97178
TIC 308411727,268.327505,24.991403,,,308411727.0,,,87565.0,2MASS J17531860+2459290,2094-01508-1,WDS J17533+2459AB,HD 163077,tic_near,-58.61,2.0,-50.72,2.0,TIC tic7,2019AJ....158..138S,,,,,8.707,0.023,TIC tycho2b3,2019AJ....158..138S,7.94,0.03,TIC hipvmag,2019AJ....158..138S,8.57,0.04,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,6.572,0.024,TIC,2019AJ....158..138S,6.294,0.044,TIC,2019AJ....158..138S,6.197,0.017,TIC,2019AJ....158..138S,7.222,0.018,,,,,,,,,20.39,1.3,TIC hip,2019AJ....158..138S,49.04364884747425,3.126863339956671,TIC plx hip,2019AJ....158..138S,0,G8V+G9V,1976AJ.....81..245E,1,5460.0,125.0,McDonald2017,2017MNRAS.471..770M,4.172876357495129,0.1082525102562667,calculated_from_M_and_R,Calculated Value,4.162,,McDonald2017,2017MNRAS.471..770M,,,,,0.1482878783600291,0.0854663396489788,update McDonald2017,2017MNRAS.471..770M,1.325596347010889,0.1438648999609,calc_from_L_and_Teff,Calculated Value,0.9541822368266324,0.1169298382270007,TIC_teff_mass_relation,Calculated Value,0,,,,,,1.327987,8.314965,4.581169730328963e+18,1.327987,8.314965,4.581169730328963e+18,1,0,AB,0.4,0.92,,,,0,,HD36379,6030,4.3,1.29,HD36379,82.74975,-10.08109
TIC 7059928,126.980095,15.100285,,,7059928.0,,,,2MASS J08275522+1506010,,,,tic_bright,,,,,,,,,,,8.63,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,9.768,,TIC,2019AJ....158..138S,14.129,0.099,TIC,2019AJ....158..138S,13.483,0.27,TIC,2019AJ....158..138S,7.234,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,4.722044,8.494656,6.525087188537206e+17,4.722044,8.494656,6.525087188537206e+17,0,0,,,,,,,0,,HD83529,5902,4.35,1.11,HD83529,144.36941,-49.99093
TIC 330690137,136.691684,15.216082,,,330690137.0,,,,2MASS J09064600+1512578,,,,tic_bright,,,,,,,,,,,8.32,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,7.087,9.998,TIC,2019AJ....158..138S,6.952,0.053,TIC,2019AJ....158..138S,7.537,,TIC,2019AJ....158..138S,7.25,9.998,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,3.074003,7.777874,6.073484777645059e+17,1.421128,12.433846,6.073484734715753e+17,0,0,,,,,,,0,,HD20619,5703,4.51,0.92,HD20619,49.75789,-2.84319
TIC 10024835,123.704872,36.496275,,,10024835.0,,,,2MASS J08144916+3629465,2481-00751-1,WDS J08148+3630AB,HD  68660,tic_bright,30.4,1.4,-4.1,1.5,TIC tic7,2019AJ....158..138S,,,,,9.44,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,8.31,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,6.338,0.021,TIC,2019AJ....158..138S,5.797,0.017,TIC,2019AJ....158..138S,5.687,0.017,TIC,2019AJ....158..138S,7.278,0.03,,,,,,,,,,,,,,,,,0,K2,1993yCat.3135....0C,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.415296,8.461258,9.075820849185279e+17,0.415296,8.461258,9.075820849185279e+17,1,0,AB,0.4,0.4700000000000006,,,,0,,HD222335,5271,4.49,0.83,HD222335,354.96377,-32.74341
TIC 283994667,152.088256,-19.754524,152.08752934802934,-19.75586109210197,283994667.0,,5.667760511636584e+18,,2MASS J10082118-1945162,6067-598-2,WDS J10084-1945B,HD  87998B,tic_bright,-155.23,2.0,-298.66,2.0,TIC tic7,2019AJ....158..138S,,,,,7.86,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,6.899,0.166,TIC,2019AJ....158..138S,6.905,0.285,TIC,2019AJ....158..138S,6.332,0.232,TIC,2019AJ....158..138S,7.282,0.186,10.762033462524414,0.003028798305184,gaia_dr3,2023A&A...674A...1G,11.481613159179688,0.0209771878563499,9.77705192565918,0.0162357193435135,26.7067,0.0213,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,37.4438,0.0298,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,0,K7,1985ApJS...59..197B,1,3788.0,34.0,gspspec,2023A&A...674A...1G,4.467289012433567,0.078809618461178,calculated_from_M_and_R,Calculated Value,4.96999979019165,0.0850000381469726,gspspec,2023A&A...674A...1G,-0.4600000083446502,0.0550000071525574,gspspec [M/H],2023A&A...674A...1G,-1.000491480137937,0.0519519678670037,calc_from_gaia,Calculated Value,0.7338156406146702,0.0458251191123556,calc_from_L_and_Teff,Calculated Value,0.5759639657620709,0.0758240341278591,TIC_teff_mass_relation,Calculated Value,0,,,,,,4.115374,7.137579,5.667757560993681e+18,4.115374,7.137579,5.667757560993681e+18,1,1,B,4.1,-3.860000000000001,5.667757560993681e+18,4.1154,-3.6245,0,,HD150474,5425,4.01,0.96,HD150474,250.69437,-37.34252
TIC 502687433,355.99794725716,29.36133214647,,,502687433.0,2.8677269904073477e+18,,,,2257-2521-2,WDS J23440+2922B,*  78 Peg B,tic_bright,71.1,1.6,-39.2,1.5,Simbad 2002A&A...384..180F,2002A&A...384..180F,,,,,8.57,0.02,Simbad 2002A&A...384..180F,2002A&A...384..180F,8.03,0.01,Simbad 2002A&A...384..180F,2002A&A...384..180F,,,,,,,,,,,,,,,,,,,,,7.301,0.6,7.73108,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.865153,4.723945,2.867726990408449e+18,0.865153,4.723945,2.867726990408449e+18,1,0,B,0.8,-3.03,,,,0,,HD23456,6178,4.56,1.38,HD23456,55.76983,-50.64308
TIC 318686860,111.8521,5.2258,111.85462844259372,5.209382701706996,318686860.0,,3.1398479063079496e+18,36208.0,2MASS J07272450+0513329,0173-03208-1,WDS J07274+0514A,BD+05  1668,tic_near,571.0,8.0,-3694.0,8.0,TIC tic7,2019AJ....158..138S,12.558,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,11.443,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,9.872,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,8.699,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.161,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,5.714,0.032,TIC,2019AJ....158..138S,5.219,0.063,TIC,2019AJ....158..138S,4.857,0.023,TIC,2019AJ....158..138S,7.308,0.033,8.576388359069824,0.0028543189611093,gaia_dr3,2023A&A...674A...1G,10.11170482635498,0.0030366803482819,7.353946685791016,0.0038864436161044,264.1269,0.0413,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,3.786,0.0005,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,0,M3.5V,1991ApJS...77..417K,1,3150.0,2.5,gspspec,2023A&A...674A...1G,4.7877278762232764,0.1242435167866087,calculated_from_M_and_R,Calculated Value,3.809999942779541,0.0249999761581418,gspspec,2023A&A...674A...1G,-0.4699999988079071,0.0150000005960464,gspspec [M/H],2023A&A...674A...1G,-1.9340887483372475,0.1238621303978956,gaia_dr3_flame,2023A&A...674A...1G,0.362232291372524,0.05165808522609,calc_from_L_and_Teff,Calculated Value,0.2935178888822196,0.006507956318667,Mann2019,Calculated Value,0,,,,,,7.97901,20.090015,3.139847906306412e+18,7.866107,20.956364,3.139847906307634e+18,1,1,A,0.2,,,,,1,GJ 273,HD85512,4715,4.39,0.23,HD85512,147.77938,-43.50278
TIC 367074022,339.357254,76.731827,,,367074022.0,,,,2MASS J22372574+7643545,4600-00474-1,WDS J22374+7644AB,HD 214793,tic_bright,28.8,1.4,4.9,1.4,TIC tic7,2019AJ....158..138S,,,,,9.4,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,8.33,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,6.458,0.02,TIC,2019AJ....158..138S,6.014,0.027,TIC,2019AJ....158..138S,5.875,0.018,TIC,2019AJ....158..138S,7.342,0.03,,,,,,,,,,,,,,,,,0,K0,1993yCat.3135....0C,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.590427,8.570069,2.2806959456343322e+18,0.590427,8.570069,2.2806959456343322e+18,1,0,AB,0.3,0.1000000000000014,,,,0,,HD361,5913,4.6,1.0,HD361,2.06818,-14.82449
TIC 160113218,359.68381132254,-39.45000863529,,,160113218.0,,,,2MASS J23584412-3926599,,,,tic_bright,,,,,,,,,,,15.84,2.511,TIC apassdr9,2019AJ....158..138S,14.444,0.097,TIC ucac4,2019AJ....158..138S,,,,,,,,,1.771,0.274,TIC,2019AJ....158..138S,0.801,0.202,TIC,2019AJ....158..138S,0.165,0.222,TIC,2019AJ....158..138S,7.354,1.695,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1.0,0.008511,9.172244,2.306350197607657e+18,0.008511,9.172244,2.306350197607657e+18,0,0,,,,,,,0,,HD6735,6082,4.49,1.15,HD6735,16.88355,-41.7467
TIC 29274832,86.240862,22.910265,,,29274832.0,,,,2MASS J05445780+2254369,1862-00458-1,WDS J05450+2255AB,HD  38190,tic_bright,-3.7,1.1,-7.2,1.0,TIC tic7,2019AJ....158..138S,,,,,9.51,0.03,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,8.43,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,6.307,0.018,TIC,2019AJ....158..138S,5.821,0.027,TIC,2019AJ....158..138S,5.667,0.018,TIC,2019AJ....158..138S,7.36,0.017,,,,,,,,,,,,,,,,,0,G5,1993yCat.3135....0C,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1.0,0.068253,8.70359,3.427539762280259e+18,0.068253,8.70359,3.427539762280259e+18,1,0,AB,0.5,0.3900000000000005,,,,0,,HD108147,6260,4.47,1.3,HD108147,186.44278,-64.02209
TIC 255614397,97.450396,-50.236875,,,255614397.0,,5.550790105283191e+18,,2MASS J06294809-5014127,,WDS J06298-5014CD,CD-50  2240,tic_bright,-68.0,8.0,-52.0,8.0,TIC tic7,2019AJ....158..138S,,,,,2.253,0.527,TIC bpbj,2019AJ....158..138S,,,,,,,,,,,,,6.865,0.026,TIC,2019AJ....158..138S,6.533,0.038,TIC,2019AJ....158..138S,6.468,0.023,TIC,2019AJ....158..138S,7.365,0.8,,,,,,,,,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,9.863143,14.876773,5.550790105282716e+18,9.863143,14.876773,5.550790105282716e+18,1,0,CD,0.4,0.75,,,,0,,HD116284,5213,3.87,0.83,HD116284,201.16271,-70.43022
TIC 291026328,310.150961,29.028362,,,291026328.0,,,,2MASS J20403623+2901421,,,,tic_bright,,,,,,,,,,,9.11,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,9.74,,TIC,2019AJ....158..138S,13.318,0.311,TIC,2019AJ....158..138S,13.513,0.249,TIC,2019AJ....158..138S,7.368,0.167,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,4.381948,8.689178,1.8574334126133824e+18,3.824655,17.371128,1.857433515687635e+18,0,0,,,,,,,0,,HD870,5381,4.42,0.79,HD870,3.20937,-57.91261
TIC 5740740,348.35052047962,-15.32124521516,,,5740740.0,,,,2MASS J23132411-1519163,,,,tic_bright,,,,,,,,,,,13.601,0.462,TIC bpbj,2019AJ....158..138S,13.388,0.653,TIC ucac4,2019AJ....158..138S,,,,,,,,,4.526,0.24,TIC,2019AJ....158..138S,3.527,0.206,TIC,2019AJ....158..138S,3.084,0.246,TIC,2019AJ....158..138S,7.37,0.042,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1.0,0.003255,10.05612,2.4071051482088653e+18,0.003255,10.05612,2.4071051482088653e+18,0,0,,,,,,,0,,HD154577,4900,4.52,0.42,HD154577,257.54313,-60.72877
TIC 281982982,88.905876,5.604907,,,281982982.0,,,,2MASS J05553741+0536176,,,,tic_bright,,,,,,,,,,,10.19,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,9.374,,TIC,2019AJ....158..138S,13.354,0.418,TIC,2019AJ....158..138S,13.78,0.372,TIC,2019AJ....158..138S,7.388,0.23,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,2.743307,9.560182,3.32020756747792e+18,2.743307,9.560182,3.32020756747792e+18,0,0,,,,,,,0,,HD154363,4723,4.41,0.52,HD154363,256.26414,-5.06651
TIC 201126060,264.775958,-26.937788,,,201126060.0,,,,2MASS J17390622-2656160,,,,tic_bright,,,,,,,,,,,8.25,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,7.006,0.063,TIC,2019AJ....158..138S,6.902,0.067,TIC,2019AJ....158..138S,6.708,0.063,TIC,2019AJ....158..138S,7.408,0.067,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,3.783899,7.587284,4.0609685441860675e+18,0.4109,16.853411,4.0609685485751424e+18,0,0,,,,,,,0,,HD38277,5871,4.34,1.1,HD38277,86.07332,-10.01673
TIC 197761293,326.648994,-57.703423,,,197761293.0,,,107522.0,2MASS J21463575-5742121,8815-00877-1,WDS J21466-5742AB,HD 206804,tic_bright,87.21,2.0,-909.19,2.0,TIC tic7,2019AJ....158..138S,,,,,10.38,0.04,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,9.38,0.04,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,9.1,0.06,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,8.61,0.03,Simbad 2005yCat.2263....0D,2005yCat.2263....0D,6.246,0.024,TIC,2019AJ....158..138S,5.589,0.034,TIC,2019AJ....158..138S,5.425,0.024,TIC,2019AJ....158..138S,7.423,0.033,,,,,,,,,52.56,1.88,TIC hip,2019AJ....158..138S,19.025875190258752,0.6805297822999705,TIC plx hip,2019AJ....158..138S,0,K6.5Vk,2006AJ....132..161G,1,4081.0,125.0,McDonald2017,2017MNRAS.471..770M,4.3372201421321765,0.0885452121613351,calculated_from_M_and_R,Calculated Value,3.98,,McDonald2017,2017MNRAS.471..770M,,,,,-0.6961324895040375,0.0481863064827107,update McDonald2017,2017MNRAS.471..770M,0.8975387558337945,0.0741780446472692,calc_from_L_and_Teff,Calculated Value,0.6386441463804694,0.0762283899459968,TIC_teff_mass_relation,Calculated Value,0,,,,,,,,,,,,1,0,AB,0.2,0.1099999999999994,,,,0,,HD11226,6098,4.35,1.28,HD11226,27.56437,-6.70409
TIC 230168624,317.99470125822,17.72226613893,,,230168624.0,,,,2MASS J21115875+1743202,,,,tic_bright,,,,,,,,,,,7.803,0.0,TIC apassdr9,2019AJ....158..138S,7.327,0.06,TIC apassdr9,2019AJ....158..138S,,,,,,,,,15.924,0.207,TIC,2019AJ....158..138S,16.03,0.303,TIC,2019AJ....158..138S,14.361,,TIC,2019AJ....158..138S,7.431,0.787,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1.0,5.851463,7.231156,1.7879905259344916e+18,0.047351,17.794067,1.7879905216406152e+18,0,0,,,,,,,0,,HD70642,5668,4.4,0.82,HD70642,125.36724,-39.70541
TIC 38446629,54.585382,-11.20028,,,38446629.0,,,,2MASS J03382048-1112010,,,,tic_bright,41.31,2.0,31.37,2.0,TIC tic7,2019AJ....158..138S,,,,,8.8,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,7.259,9.998,TIC,2019AJ....158..138S,6.922,0.351,TIC,2019AJ....158..138S,7.448,9.998,TIC,2019AJ....158..138S,7.433,10.666,,,,,,,,,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,3.755212,7.537775,5.115486545537711e+18,1.637658,14.698613,5.115486614256642e+18,0,0,,,,,,,0,,HD36003,4647,4.31,0.42,HD36003,82.10873,-3.49956
TIC 99143515,183.67663,-24.775515,,,99143515.0,3.488911718200313e+18,,,2MASS J12144242-2446318,,WDS J12147-2447B,HD 106453B,tic_bright,-293.95,2.0,-31.91,2.0,TIC tic7,2019AJ....158..138S,,,,,8.17,,TIC tycho2,2019AJ....158..138S,14.2,,Simbad,,,,,,,,,,7.115,9.998,TIC,2019AJ....158..138S,6.489,0.261,TIC,2019AJ....158..138S,6.662,0.047,TIC,2019AJ....158..138S,7.448,9.998,,,,,,,,,34.1212,0.0527,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,29.3073,0.0452,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,0,,,1,,,Pecaut_and_Mamajek_2013,Calculated Value,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,8.471756,7.308208,3.4889117182010716e+18,4.354195,12.262332,3.488911718200313e+18,1,0,B,4.3,-6.739999999999999,,,,0,,HD161612,5616,4.45,0.88,HD161612,266.98979,-34.01887
TIC 38450015,138.068926,-26.478949,,,38450015.0,,,,2MASS J09121654-2628442,,,,tic_bright,,,,,,,,,,,9.31,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,7.107,0.272,TIC,2019AJ....158..138S,6.708,0.118,TIC,2019AJ....158..138S,7.495,,TIC,2019AJ....158..138S,7.46,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,3.863203,8.134434,5.649832115551458e+18,1.617732,13.362656,5.649832012473989e+18,0,0,,,,,,,0,,HD70889,6051,4.49,1.13,HD70889,125.88255,-27.82235
TIC 464574276,156.581027,-58.327755,,,464574276.0,,,,2MASS J10261944-5819399,8612-00698-1,WDS J10263-5820AB,HD  90616,tic_bright,6.0,1.4,-4.3,1.4,TIC tic7,2019AJ....158..138S,,,,,9.48,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,8.44,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,6.656,0.02,TIC,2019AJ....158..138S,6.202,0.034,TIC,2019AJ....158..138S,6.017,0.02,TIC,2019AJ....158..138S,7.462,0.017,,,,,,,,,,,,,,,,,0,G8III,1975MSS...C01....0H,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.146924,8.664829,5.255601847774716e+18,0.146924,8.664829,5.255601847774716e+18,1,0,AB,0.2,0.1999999999999993,,,,0,,HD72769,5640,4.35,0.98,HD72769,128.44044,-23.35555
TIC 2053193606,354.98923662139,5.6245375294,,,2053193606.0,2.7563636080226565e+18,,,,,,Gaia DR2 2756363608022656384,tic_bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.463,0.6,7.89295,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.78407,3.999258,2.756363608023589e+18,0.78407,3.999258,2.756363608023589e+18,0,0,,,,,,,0,,HD23079,5980,4.48,1.12,HD23079,54.92957,-52.91584
