star_name,ra,dec,ra_J2016,dec_J2016,tic_id,gaia_dr2_id,gaia_dr3_id,hip_name,tm_name,tyc_name,wds_designation,simbad_name,source_list_fl,sy_pmra,sy_pmraerr,sy_pmdec,sy_pmdecerr,sy_pmsrc,sy_pm_reflink,sy_ujmag,sy_ujmagerr,sy_ujmagsrc,sy_ujmag_reflink,sy_bmag,sy_bmagerr,sy_bmagsrc,sy_bmag_reflink,sy_vmag,sy_vmagerr,sy_vmagsrc,sy_vmag_reflink,sy_rcmag,sy_rcmagerr,sy_rcmagsrc,sy_rcmag_reflink,sy_icmag,sy_icmagerr,sy_icmagsrc,sy_icmag_reflink,sy_jmag,sy_jmagerr,sy_jmagsrc,sy_jmag_reflink,sy_hmag,sy_hmagerr,sy_hmagsrc,sy_hmag_reflink,sy_kmag,sy_kmagmerr,sy_kmagsrc,sy_kmag_reflink,sy_tmag,sy_tmagerr,sy_gaiamag,sy_gaiamagerr,sy_gaiamagsrc,sy_gaiamag_reflink,sy_bpmag,sy_bpmagerr,sy_rpmag,sy_rpmagerr,sy_plx,sy_plxerr,sy_plxsrc,sy_plx_reflink,sy_dist,sy_disterr,sy_distsrc,sy_dist_reflink,ambiguous_dist_fl,st_spectype,st_spectype_reflink,dwarf_fl,st_teff,st_tefferr,st_teffsrc,st_teff_reflink,st_logg,st_loggerr,st_loggsrc,st_logg_reflink,st_loggspec,st_loggspecerr,st_loggspecsrc,st_loggspec_reflink,st_met,st_meterr,st_metsrc,st_met_reflink,st_lum,st_lumerr,st_lumsrc,st_lum_reflink,st_rad,st_raderr,st_radsrc,st_rad_reflink,st_mass,st_masserr,st_masssrc,st_mass_reflink,uncertain_M_flag,st_age,st_ageerr,st_agesrc,st_age_reflink,contaminant_fl,brightest_sep,brightest_Gmag,brightest_id,nearest_sep,nearest_Gmag,nearest_id,known_binary_fl,gaia_binary_fl,wds_comp,wds_sep,wds_deltamag,GCNS_companion,GCNS_sep,GCNS_mag_diff,sy_planets_flag,hostname,HD,Simbad,RAJ2000,DEJ2000,EWHa,u_vsini,vsini,S,u_S,RHK,u_RHK
TIC 248409489,76.96247,-5.086396,76.9620005509911,-5.086810304091459,248409489.0,,3.211922645854329e+18,23875.0,2MASS J05075100-0505109,4759-01671-1,WDS J05078-0505A,* bet Eri,tic_near,-83.39,0.85,-75.44,0.62,TIC tic7,2019AJ....158..138S,3.02,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.92,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.79,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.65,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.57,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.47,0.258,TIC,2019AJ....158..138S,2.439,0.204,TIC,2019AJ....158..138S,2.397,0.22,TIC,2019AJ....158..138S,2.636,0.272,2.777714729309082,0.0035054805398688,gaia_dr3,2023A&A...674A...1G,3.0676498413085938,0.0222433186522165,2.632169485092163,0.0092235748775883,36.2456,0.3575,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,27.5896,0.2721,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,0,A3IV,2003AJ....126.2048G,1,7500.0,,Simbad 2016A&A...589A..83G,2016A&A...589A..83G,3.4886354900611325,,calculated_from_M_and_R,Calculated Value,,,,,-0.6,,Simbad 2016A&A...589A..83G,2016A&A...589A..83G,1.641932008791955,,calc_from_gaia,Calculated Value,3.921896447003346,,calc_from_L_and_Teff,Calculated Value,1.728065133395401,0.2808278292954853,TIC_teff_mass_relation,Calculated Value,0,,,,,,,,,,,,1,1,A,118.3,8.11,,,,0,,190007,Simbad,20 02 47.04,+03 19 34.4,1.17,0,10.0,0.511,ok,-4.78,c
TIC 91329515,28.382542,19.295002,,,91329515.0,,,,2MASS J01533181+1917420,,,,tic_bright,,,,,,,,,,,4.5,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,3.628,1.294,TIC,2019AJ....158..138S,3.85,1.114,TIC,2019AJ....158..138S,6.503,,TIC,2019AJ....158..138S,2.808,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5.825492,4.562396,9.380641936730854e+16,2.195766,4.634965,9.38064193673079e+16,0,0,,,,,,,0,,19019,Simbad,03 03 50.82,+06 07 59.8,2.56,0,10.0,0.196,ok,-4.75,
TIC 63584475,32.385989,34.987289,,,63584475.0,,3.2938451656029325e+17,10064.0,2MASS J02093261+3459143,2317-01647-1,,* bet Tri,tic_near,146.6,2.0,-40.3,2.0,TIC tic7,2019AJ....158..138S,3.26,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.14,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.0,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.86,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.78,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.738,0.318,TIC,2019AJ....158..138S,2.768,0.252,TIC,2019AJ....158..138S,2.678,0.346,TIC,2019AJ....158..138S,2.888,0.344,,,,,,,,,25.71,0.34,TIC hip,2019AJ....158..138S,38.89537145079736,0.5143689729004707,TIC plx hip,2019AJ....158..138S,0,A5III,1995ApJS...99..135A,1,7600.0,,Simbad 2016A&A...589A..83G,2016A&A...589A..83G,3.315088260137629,,calculated_from_M_and_R,Calculated Value,,,,,-0.4,,Simbad 2016A&A...589A..83G,2016A&A...589A..83G,1.8484868452432013,0.0212739665211125,update McDonald2017,2017MNRAS.471..770M,4.844722239859454,,calc_from_L_and_Teff,Calculated Value,1.768309982569675,0.2838368410967624,TIC_teff_mass_relation,Calculated Value,0,,,,,,,,,,,,0,0,,,,,,,0,,,Simbad,06 10 34.62,-21 51 52.2,0.57,0,19.12,0.931,e,,e
TIC 17668155,194.00689284559,38.31835837138,194.0056156711975,38.31862104268021,17668155.0,1.5176987163483249e+18,1.5176987163483249e+18,63125.0,2MASS J12560168+3819059,3021-02645-1,WDS J12560+3819A,* alf02 CVn,tic_near,-224.681,1.452,59.325,1.143,TIC gaia2,2019AJ....158..138S,2.44,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.76,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.88,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.98,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.05,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.056,0.218,TIC,2019AJ....158..138S,3.131,0.186,TIC,2019AJ....158..138S,3.145,0.264,TIC,2019AJ....158..138S,2.972,0.243,2.904393196105957,0.0040247809117455,gaia_dr3,2023A&A...674A...1G,3.157033443450928,0.0302140659162746,2.937626838684082,0.0059420323391868,26.5657,0.5927,TIC gaia2,2019AJ....158..138S,37.6372,0.8468,TIC bj2018,2019AJ....158..138S,0,A0VpSiEu,1995ApJS...99..135A,1,11300.0,,Simbad 2019AstBu..74...62M,2019AstBu..74...62M,3.974755110654148,,calculated_from_M_and_R,Calculated Value,,,,,,,,,2.102612033961476,,calc_from_gaia,Calculated Value,2.9363091257194376,,calc_from_L_and_Teff,Calculated Value,2.9668188730886245,0.3715211040516417,TIC_teff_mass_relation,Calculated Value,0,,,,,,,,,,,,1,1,A,19.3,2.6699999999999995,,,,0,,61994,Simbad,07 47 30.63,+70 12 24.1,2.31,0,18.22,0.296,ok,-4.56,
TIC 228896480,291.374622,3.114787,,,228896480.0,,4.2890413793404534e+18,95501.0,2MASS J19252990+0306532,0469-06227-1,WDS J19255+0307A,* del Aql,tic_near,253.0,8.0,81.0,8.0,TIC tic7,2019AJ....158..138S,3.72,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.68,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.36,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.11,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.95,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.636,0.274,TIC,2019AJ....158..138S,2.475,0.218,TIC,2019AJ....158..138S,2.443,0.25,TIC,2019AJ....158..138S,3.001,0.289,,,,,,,,,65.05,0.81,TIC hip,2019AJ....158..138S,15.372790161414295,0.1914213686509697,TIC plx hip,2019AJ....158..138S,0,F1IV-V(n),2001AJ....121.2148G,1,7087.4,,TIC,2019AJ....158..138S,4.07394721529819,,calculated_from_M_and_R,Calculated Value,,,,,,,,,0.9170120900509304,0.0235490360488091,update McDonald2017,2017MNRAS.471..770M,1.9062717038457369,,calc_from_L_and_Teff,Calculated Value,1.5712641102116738,0.2684795218926289,TIC_teff_mass_relation,Calculated Value,0,,,,,,,,,,,,1,0,A,0.1,,,,,0,,150706,Simbad,16 31 17.60,+79 47 23.2,2.85,0,10.0,0.219,ok,-4.7,
TIC 341873045,275.264244,72.732873,275.2720330521275,72.73127780355625,341873045.0,2.266693630693473e+18,2.2666936306939366e+18,89937.0,2MASS J18210342+7243582,4437-01491-1,"WDS J18211+7244Aa,Ab",* chi Dra,tic_near,531.0,8.0,-352.0,8.0,TIC tic7,2019AJ....158..138S,4.01,0.01,Simbad 1984A&AS...57..357O,1984A&AS...57..357O,4.07,0.007,Simbad 1993A&AS..100..591O,1993A&AS..100..591O,3.58,0.009,Simbad 1993A&AS..100..591O,1993A&AS..100..591O,3.14,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.83,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.588,0.26,TIC,2019AJ....158..138S,2.372,0.188,TIC,2019AJ....158..138S,2.216,0.252,TIC,2019AJ....158..138S,3.104,0.275,3.3877174854278564,0.0047697626982283,gaia_dr3,2023A&A...674A...1G,3.8005025386810303,0.0182927441678641,2.961374282836914,0.0067620379719263,124.11,0.87,Simbad 2007A&A...474..653V,2007A&A...474..653V,8.3,0.1,Simbad 2010A&ARv..18...67T,2010A&ARv..18...67T,0,F7V,2001AJ....121.2148G,1,6101.0,25.0,Pastel,2022A&A...663A...4S,4.226520798953665,,calculated_from_M_and_R,Calculated Value,4.29,0.04,Pastel,2022A&A...663A...4S,-0.64,0.04,Pastel,2022A&A...663A...4S,0.3412693941201412,,gcs_Fbol,Calculated Value,1.3258222158964716,,calc_from_L_and_Teff,Calculated Value,1.08,0.03,gcs_reanalysis,2011A&A...530A.138C,0,4.86,0.92,gcs_reanalysis,2011A&A...530A.138C,,,,,,,,1,1,"Aa,Ab",0.1,2.1300000000000003,,,,0,,136923,Simbad,15 22 46.89,+18 55 08.1,2.03,1:,27.41,0.211,ok,-4.84,
TIC 346783960,47.04222797272,40.95564357022,,,346783960.0,2.3986300138245542e+17,,14576.0,2MASS J03081012+4057204,2851-2168-1,WDS J03082+4057A,* bet Per,tic_bright,2.99,1.42,-1.66,1.22,Simbad 2007A&A...474..653V,2007A&A...474..653V,1.7,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.07,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.12,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.08,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.11,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.96,0.236,TIC,2019AJ....158..138S,1.948,0.166,TIC,2019AJ....158..138S,1.894,0.214,TIC,2019AJ....158..138S,3.368,0.217,4.40973,,,,4.97693,,2.59884,,36.27,1.4,Simbad 2007A&A...474..653V,2007A&A...474..653V,27.570995312930798,1.0642236955639126,Simbad plx 2007A&A...474..653V,2007A&A...474..653V,0,B8V,2003AJ....126.2048G,1,12445.0,,TIC,2019AJ....158..138S,4.212486045737776,,calculated_from_M_and_R,Calculated Value,,,,,,,,,2.086904888839131,,Pecaut_and_Mamajek_2013,Calculated Value,2.377471323993347,,calc_from_L_and_Teff,Calculated Value,3.362397028414652,0.4093282512943742,TIC_teff_mass_relation,Calculated Value,0,,,,,,,,,,,,1,0,A,0.0,,,,,0,,101959,Simbad,11 43 56.65,-29 44 51.9,2.21,0,10.0,0.192,ok,-4.77,
TIC 8200881,156.970905694,36.70727714588,,,8200881.0,,,51233.0,2MASS J10275302+3642259,2517-01209-1,WDS J10279+3642AB,* bet LMi,tic_near,-119.866,1.215,-105.078,1.213,TIC gaia2,2019AJ....158..138S,5.76,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,5.11,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,4.21,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.52,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.06,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.598,0.212,TIC,2019AJ....158..138S,2.131,0.168,TIC,2019AJ....158..138S,2.061,0.266,TIC,2019AJ....158..138S,3.382,0.23,,,,,,,,,21.5404,0.8536,TIC gaia2,2019AJ....158..138S,46.4984,1.8647,TIC bj2018,2019AJ....158..138S,0,G9III,1989ApJS...71..245K,0,4975.0,32.0,Pastel,2022A&A...663A...4S,2.443233437765369,0.0683997988334292,calculated_from_M_and_R,Calculated Value,2.88,0.05,Pastel,2022A&A...663A...4S,0.07,0.04,Pastel,2022A&A...663A...4S,1.6515273449103989,0.0471000877888366,update McDonald2017,2017MNRAS.471..770M,9.012186014677964,0.5022584070222285,calc_from_L_and_Teff,Calculated Value,0.8219134827802325,0.0914554171721701,TIC_teff_mass_relation,Calculated Value,1,,,,,,2.590421,4.139052,7.546448622171322e+17,2.590421,4.139052,7.546448622171322e+17,1,0,AB,0.5,1.42,,,,0,,18940,Simbad,03 03 28.64,+23 03 41.2,2.35,0,10.0,0.241,ok,-4.64,
TIC 432698066,14.18832360396,38.4992742994,14.189228786797868,38.49948894197979,432698066.0,,,4436.0,2MASS J00564522+3829578,2798-01667-1,WDS J00568+3830A,* mu. And,tic_near,159.67,1.326,48.963,1.24,TIC gaia2,2019AJ....158..138S,4.14,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.99,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.87,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.72,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.64,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.621,0.256,TIC,2019AJ....158..138S,3.652,0.182,TIC,2019AJ....158..138S,3.636,0.214,TIC,2019AJ....158..138S,3.732,0.269,,,,,,,,,24.2337,0.7006,TIC gaia2,2019AJ....158..138S,41.2815,1.2048,TIC bj2018,2019AJ....158..138S,0,A6V,1995ApJS...99..135A,1,8123.0,,TIC,2019AJ....158..138S,3.75917955939368,,calculated_from_M_and_R,Calculated Value,,,,,-0.1,,Simbad 2016A&A...589A..83G,2016A&A...589A..83G,1.5687422018895152,0.0524617193651789,update McDonald2017,2017MNRAS.471..770M,3.0732001047500206,,calc_from_L_and_Teff,Calculated Value,1.978306649395854,0.298644872039904,TIC_teff_mass_relation,Calculated Value,0,,,,,,,,,,,,1,1,A,51.8,9.03,,,,0,,107146,Simbad,12 19 06.51,+16 32 54.2,2.79,0:,10.0,0.309,ok,-4.47,
TIC 311092847,54.2183,0.401603,54.21723179468776,0.3995245948754849,311092847.0,3.263836568393944e+18,3.263836568394171e+18,16852.0,2MASS J03365238+0024054,0064-01569-1,,*  10 Tau,tic_near,-232.81,2.0,-481.06,2.0,TIC tic7,2019AJ....158..138S,5.23,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,5.15,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,4.3,0.05,Simbad 2009ApJ...694.1085V,2009ApJ...694.1085V,4.09,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.77,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.194,0.246,TIC,2019AJ....158..138S,2.916,0.2,TIC,2019AJ....158..138S,2.835,0.26,TIC,2019AJ....158..138S,3.748,0.262,4.141093254089356,0.0031683745277121,gaia_dr3,2023A&A...674A...1G,4.433638572692871,0.0032771486070053,3.6758434772491455,0.0049509890892998,71.837,0.1503,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,13.9204,0.0291,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,0,F9IV-V,1989ApJS...71..245K,1,5996.0,9.0,Pastel,2022A&A...663A...4S,4.05743299310406,0.0157179214652373,calculated_from_M_and_R,Calculated Value,4.1,0.02,Pastel,2022A&A...663A...4S,-0.08,0.01,Pastel,2022A&A...663A...4S,0.4998363226752881,0.0019167214556253,gaia_dr3_flame,2023A&A...674A...1G,1.6475839697987589,0.0061385645314929,calc_from_L_and_Teff,Calculated Value,1.1299532651901243,0.0400189161300659,gaia_dr3_flame,2023A&A...674A...1G,0,6.574857711791992,0.693673849105835,gaia_dr3_flame,2023A&A...674A...1G,,8.412588,4.141093,3.263836568394171e+18,8.412588,4.141093,3.263836568394171e+18,0,0,,,,,,,0,,112196,Simbad,12 54 40.02,+22 06 28.7,3.08,0,17.47,0.267,ok,-4.52,
TIC 138128530,197.497092,17.52943,,,138128530.0,,3.937881211045638e+18,64241.0,2MASS J13095936+1731456,1454-01134-1,WDS J13100+1732AB,* alf Com,tic_near,-446.0,8.0,130.0,8.0,TIC tic7,2019AJ....158..138S,4.71,,Simbad 2014JAVSO..42..443M,2014JAVSO..42..443M,4.77,,Simbad 2014JAVSO..42..443M,2014JAVSO..42..443M,4.32,,Simbad 2014JAVSO..42..443M,2014JAVSO..42..443M,4.1,,Simbad 2003AJ....125..984M,2003AJ....125..984M,,,,,3.399,0.244,TIC,2019AJ....158..138S,3.266,0.218,TIC,2019AJ....158..138S,3.108,0.246,TIC,2019AJ....158..138S,3.889,0.259,,,,,,,,,69.81,27.58,TIC hip,2019AJ....158..138S,14.32459533018192,5.659251385280295,TIC plx hip,2019AJ....158..138S,0,F5V+F6V,2013MNRAS.428.3104E,1,6386.0,27.0,Pastel,2022A&A...663A...4S,4.263525998254856,,calculated_from_M_and_R,Calculated Value,4.14,0.07,Pastel,2022A&A...663A...4S,-0.16,0.04,Pastel,2022A&A...663A...4S,0.4772567945409624,,gcs_Fbol,Calculated Value,1.415217576461088,,calc_from_L_and_Teff,Calculated Value,1.34,0.0299999999999999,gcs_reanalysis,2011A&A...530A.138C,0,2.84,0.2049999999999998,gcs_reanalysis,2011A&A...530A.138C,,,,,,,,1,0,AB,0.5,0.6800000000000006,,,,0,,190404,Simbad,20 03 52.10,+23 20 26.3,1.43,0,10.0,0.169,ok,-5.01,c
TIC 350347140,166.254327,7.336022,166.25273639617453,7.335797877991304,350347140.0,3.81830997006465e+18,3.8183099743600056e+18,54182.0,2MASS J11050103+0720096,0268-01067-1,WDS J11050+0720A,* chi Leo,tic_near,-668.19,2.0,-50.24,2.0,TIC tic7,2019AJ....158..138S,,,,,4.94,0.01,Simbad 2002A&A...384..180F,2002A&A...384..180F,4.62,0.01,Simbad 2002A&A...384..180F,2002A&A...384..180F,4.4,,Simbad 2003AJ....125..984M,2003AJ....125..984M,,,,,4.038,0.296,TIC,2019AJ....158..138S,3.769,0.294,TIC,2019AJ....158..138S,3.741,0.28,TIC,2019AJ....158..138S,4.393,0.313,4.555181503295898,0.0033111547462207,gaia_dr3,2023A&A...674A...1G,4.711010456085205,0.003144177434306,4.243960380554199,0.0044105410125062,34.6007,0.2872,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,28.9011,0.2398,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,0,F2III,2001AJ....121.2148G,1,7022.0,,TIC,2019AJ....158..138S,4.00780104871393,,calculated_from_M_and_R,Calculated Value,,,,,0.03,,gcs_reanalysis,2011A&A...530A.138C,0.977630465452556,,gcs_Fbol,Calculated Value,2.082314039753514,,calc_from_L_and_Teff,Calculated Value,1.61,0.0349999999999999,gcs_reanalysis,2011A&A...530A.138C,0,1.45,0.155,gcs_reanalysis,2011A&A...530A.138C,,5.736329,4.555182,3.8183099743600056e+18,5.736329,4.555182,3.8183099743600056e+18,1,1,A,4.9,6.34,,,,0,,165590,Simbad,18 05 49.72,+21 26 45.3,2.25,1,50.7,0.471,ok,-4.25,
TIC 283819432,225.94679016828,47.65397723893,,,283819432.0,1.5889363452947517e+18,,73695.0,2MASS J15034736+4739152,3484-01580-1,WDS J15038+4739AB,* i Boo,tic_near,-332.062,1.972,87.352,2.018,TIC gaia2,2019AJ....158..138S,,,,,5.721,0.021,TIC tycho2b3,2019AJ....158..138S,4.735,0.023,TIC sirful,2019AJ....158..138S,,,,,,,,,3.416,0.282,TIC,2019AJ....158..138S,3.125,0.228,TIC,2019AJ....158..138S,3.011,0.268,TIC,2019AJ....158..138S,4.568,0.022,4.99694,,,,4.97828,,4.15996,,77.246,1.2028,TIC gaia2,2019AJ....158..138S,12.947,0.2032,TIC bj2018,2019AJ....158..138S,0,G0Vn,2001AJ....121.2148G,1,5749.0,44.0,Pastel,2022A&A...663A...4S,4.612622279484183,,calculated_from_M_and_R,Calculated Value,4.25,0.04,Pastel,2022A&A...663A...4S,-0.28,0.04,Pastel,2022A&A...663A...4S,-0.1947189730167317,,gcs_Fbol,Calculated Value,0.8055797505503127,,calc_from_L_and_Teff,Calculated Value,0.97,0.05,gcs_reanalysis,2011A&A...530A.138C,0,10.48,3.58,gcs_reanalysis,2011A&A...530A.138C,,5.207272,5.486304,1.5889363452947517e+18,5.207272,5.486304,1.5889363452947517e+18,1,0,AB,0.2,0.8999999999999995,,,,0,,77407,Simbad,09 03 27.09,+37 50 28.0,2.52,1:,24.24,0.331,ok,-4.41,
TIC 54137341,117.942894,-13.898045,,,54137341.0,,3.0355072764919465e+18,38382.0,2MASS J07514629-1353526,5423-03227-1,WDS J07518-1354AB,*   9 Pup,tic_near,-68.0,8.0,-345.0,8.0,TIC tic7,2019AJ....158..138S,,,,,5.793,0.021,TIC tycho2b3,2019AJ....158..138S,5.159,0.023,TIC sirful,2019AJ....158..138S,,,,,,,,,4.109,0.248,TIC,2019AJ....158..138S,3.695,0.256,TIC,2019AJ....158..138S,3.73,0.226,TIC,2019AJ....158..138S,4.667,0.261,,,,,,,,,59.98,0.95,TIC hip,2019AJ....158..138S,16.672224074691563,0.2640649028168887,TIC plx hip,2019AJ....158..138S,0,G0V,2006AJ....132..161G,1,5816.8,,TIC,2019AJ....158..138S,4.178196349019334,,calculated_from_M_and_R,Calculated Value,,,,,-0.13,,gcs_reanalysis,2011A&A...530A.138C,0.2903358544399892,,gcs_Fbol,Calculated Value,1.375473756990856,,calc_from_L_and_Teff,Calculated Value,1.04,0.03,gcs_reanalysis,2011A&A...530A.138C,0,7.92,0.9650000000000004,gcs_reanalysis,2011A&A...530A.138C,,,,,,,,1,0,AB,0.3,0.8799999999999999,,,,0,,195034,Simbad,20 28 11.82,+22 07 44.7,2.42,0,10.0,0.197,ok,-4.81,
TIC 461297684,229.82835,1.765429,229.82997775153595,1.763125183445368,461297684.0,,4.4214555302739e+18,74975.0,2MASS J15191881+0145553,0336-01027-1,WDS J15193+0146A,*   5 Ser,tic_near,373.0,8.0,-514.0,8.0,TIC tic7,2019AJ....158..138S,,,,,5.6,,Simbad,,5.045,0.023,TIC sirful,2019AJ....158..138S,4.8,,Simbad 2003AJ....125..984M,2003AJ....125..984M,,,,,4.341,0.306,TIC,2019AJ....158..138S,3.947,0.284,TIC,2019AJ....158..138S,4.008,0.284,TIC,2019AJ....158..138S,4.756,0.323,4.921657085418701,0.0029575167676532,gaia_dr3,2023A&A...674A...1G,5.190968036651611,0.0029666853960086,4.473408222198486,0.0078559413547513,39.7954,0.0807,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,25.1285,0.0509,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,0,F8IV,2001AJ....121.2148G,1,6105.0,25.0,Pastel,2022A&A...663A...4S,3.936820187018069,0.0155620709764257,calculated_from_M_and_R,Calculated Value,3.88,0.06,Pastel,2022A&A...663A...4S,-0.02,0.02,Pastel,2022A&A...663A...4S,0.7007885224348643,0.0017013762302623,gaia_dr3_flame,2023A&A...674A...1G,2.002975188119676,0.0168670325553347,calc_from_L_and_Teff,Calculated Value,1.2650383710861206,0.0400110483169554,gaia_dr3_flame,2023A&A...674A...1G,0,4.383540630340576,0.4940435886383056,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,1,1,A,11.7,5.05,4.421455530273468e+18,11.5813,4.5902,0,,3765,Simbad,00 40 49.29,+40 11 13.3,1.31,1,16.26,0.218,ok,-4.97,c
TIC 212957673,8.812015,-3.59289,8.813855157623951,-3.5929208153030223,212957673.0,,2.528433919872925e+18,2762.0,2MASS J00351484-0335343,4675-01216-3,WDS J00352-0336AB,*  13 Cet,tic_near,408.0,8.0,-36.0,8.0,TIC tic7,2019AJ....158..138S,,,,,5.75,0.01,Simbad 2002A&A...384..180F,2002A&A...384..180F,5.21,0.01,Simbad 2002A&A...384..180F,2002A&A...384..180F,,,,,,,,,4.348,0.276,TIC,2019AJ....158..138S,3.964,0.218,TIC,2019AJ....158..138S,3.9,0.23,TIC,2019AJ....158..138S,4.851,0.288,5.034700393676758,0.0065900627981983,gaia_dr3,2023A&A...674A...1G,5.343709468841553,0.0029758885112526,4.590048313140869,0.0061091749194887,47.51,1.15,TIC hip,2019AJ....158..138S,21.04820037886761,0.5094807500673068,TIC plx hip,2019AJ....158..138S,0,F7V+G4V,1993A&AS..100..173S,1,6091.0,41.0,Pastel,2022A&A...663A...4S,4.140648690454766,,calculated_from_M_and_R,Calculated Value,4.07,0.1,Pastel,2022A&A...663A...4S,-0.08,0.05,Pastel,2022A&A...663A...4S,0.477227875842974,,gcs_Fbol,Calculated Value,1.5555693724877984,,calc_from_L_and_Teff,Calculated Value,1.22,0.045,gcs_reanalysis,2011A&A...530A.138C,0,4.16,0.7950000000000002,gcs_reanalysis,2011A&A...530A.138C,,,,,,,,1,1,AB,0.1,1.29,,,,0,,210667,Simbad,22 11 11.91,+36 15 23.1,1.89,0,10.0,0.297,ok,-4.66,c
TIC 426452677,240.88368,-57.775109,,,426452677.0,,5.835692225476507e+18,78662.0,2MASS J16033208-5746304,8718-02860-1,WDS J16035-5747AB,* iot01 Nor,tic_near,-118.0,8.0,-78.0,8.0,TIC tic7,2019AJ....158..138S,,,,,4.89,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,4.67,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,4.617,0.306,TIC,2019AJ....158..138S,4.356,0.264,TIC,2019AJ....158..138S,4.102,0.015,TIC,2019AJ....158..138S,4.859,0.307,,,,,,,,,25.39,1.25,TIC hip,2019AJ....158..138S,39.38558487593541,1.93903037002439,TIC plx hip,2019AJ....158..138S,0,A5IVs,1975MSS...C01....0H,1,7620.0,,Simbad 2003A&A...398.1121E,2003A&A...398.1121E,3.945884451517914,,calculated_from_M_and_R,Calculated Value,,,,,0.01,,Simbad 2003A&A...398.1121E,2003A&A...398.1121E,1.2242426530402222,,Pecaut_and_Mamajek_2013,Calculated Value,2.3488972999678617,,calc_from_L_and_Teff,Calculated Value,1.776416840225435,0.284440632228476,TIC_teff_mass_relation,Calculated Value,0,,,,,,7.718771,15.680329,5.83569222547714e+18,7.49201,17.377577,5.835692225494862e+18,1,0,AB,0.3,0.5599999999999996,,,,0,,221613,Simbad,23 33 24.03,+42 50 47.7,2.71,0,13.75,0.167,ok,-4.92,
